cout_tot,prime,year,lob,lib_per,typ_bati,N_Inondation,cod_hex,WDI_GDP_per_capita,WDI_Inflation_rate,Tarification
6294.779693394469,3275.1563448025563,2020,BDM,inondation,NR,17,0xb46e18fc94ae17d,43418.1715124071,4.230260792752992,1.0976227482726852
7286.081728809182,2663.7686837769,2021,BDM,inondation,NR,18,0xc9a6d51a61d2f29,43762.66176515538,3.775462806619839,1.001011611115868
9058.4159105584,7035.252076593647,2020,BDM,inondation,NR,13,0x4d1ab4736e3010e,39038.168099042494,1.1453630325546893,1.0315254988776346
9815.451122114371,7968.359356303441,2020,BDM,inondation,NR,17,0xc201ae2e910019c,40885.72685730064,1.9251862721090436,1.064763539048155
2517.5106947729178,5006.628784074497,2021,BDM,inondation,NR,12,0x54df9606f9cec51,40596.01654756303,3.643804450339611,1.1242338149714206
2875.1571558298583,5033.295700915104,2018,BDM,inondation,NR,3,0x52be3153a138d45,48920.15034334001,1.7138288041508425,1.1317547135441084
8848.971801861942,5681.190347696219,2020,BDM,inondation,NR,5,0xc0f30c369fed488,49658.35799653911,3.935057148745831,1.100284662402983
1556.0895437623622,3290.3362705783725,2022,BDM,inondation,NR,5,0xffe70162811f861,47263.6024244509,4.277529950722917,1.0465138277295385
3599.1386590709444,3504.8212504916355,2022,BDM,inondation,NR,7,0x95a8d86e8f2ad8e,42913.72018091465,2.2013656346379964,1.1920419263585902
2963.3662271985986,3962.598636828865,2020,BDM,inondation,NR,12,0xe7799922862ba3e,35891.083378763884,1.5583981206588713,1.0729758071743305
4668.085304051347,5786.242528234926,2021,BDM,inondation,NR,16,0x20e125c26d622e,35719.32728636599,2.225431988148152,1.03453787763238
3179.713326722079,4352.694959279424,2020,BDM,inondation,NR,5,0x314e175d03c5c59,41346.30617929646,3.1869361706718418,1.1711904075285984
9044.521309512413,7376.260820624505,2019,BDM,inondation,NR,1,0xd2e1611e0cb5087,36816.56554723247,3.642778973705886,1.1531719466158628
5064.255403762443,7067.162878271182,2022,BDM,inondation,NR,15,0xb3c622383040be9,35479.57702507857,1.1915338718235104,1.180894911444399
3459.8514417310653,5069.668472746567,2021,BDM,inondation,NR,13,0x44dc74e1faef0d4,44118.86738438333,3.443015503796621,1.053375909796151
9143.375720160751,7157.460351243138,2022,BDM,inondation,NR,6,0x2f5003a9f4a1e77,38862.73477476086,3.996602009970087,1.0846381087012966
4407.23791310804,7515.401726917106,2019,BDM,inondation,NR,2,0x59b21b321567469,48762.80925304875,3.989089183077896,1.1137477765419508
3962.067973091797,4425.449789880302,2019,BDM,inondation,NR,9,0xb57421aa8e56701,48507.92777222936,2.556208937850265,1.19893641123744
6779.439230044498,4516.089787406066,2018,BDM,inondation,NR,13,0x80c4ff452af9652,45646.999277942086,4.278046609007157,1.1090744143222118
5812.011397161572,7303.795598893364,2018,BDM,inondation,NR,7,0x1a5df7932c63f63,48843.54042934036,4.290652409147743,1.1139720270653402
6622.812529169181,7381.55234548783,2021,BDM,inondation,NR,6,0x95c8f8d3cd65a45,38173.79359974383,2.636843733699293,1.119177417788936
7285.298040700271,6246.332024297878,2021,BDM,inondation,NR,18,0xc91f548045726f6,38374.375448132974,1.03697081452867,1.163999223542212
2033.2014451557911,2025.5404423266027,2022,BDM,inondation,NR,6,0x7e98f70d9881cea,40678.00754055627,2.1062174879971263,1.079690012755842
2718.037249667253,6961.455531001536,2018,BDM,inondation,NR,2,0x2955d4834ed835e,46921.124819357785,2.790132986384341,1.0744030942467218
3064.7286020485826,3330.7881371877115,2018,BDM,inondation,NR,12,0xd7c36cdae4cb3fd,46635.457447055865,3.210233887986248,1.0078630114749143
5751.161636194945,2718.324931410777,2018,BDM,inondation,NR,6,0x373b95a16f7177d,48413.17565758193,2.501311917730584,1.1280830696336992
3421.1018170460407,6200.618628766441,2020,BDM,inondation,NR,10,0x49b884d7416bbb7,36007.26205431634,4.575998967925492,1.0368561801136642
9703.909415553184,2055.5510076732303,2020,BDM,inondation,NR,8,0xfccb89c67809440,42650.49864770155,4.54393641416267,1.0449666686454604
6823.713163648686,4456.823856751206,2018,BDM,inondation,NR,11,0x1cc8c30b4bbaf5,39767.112256772176,1.329916767036358,1.0869761787342718
5999.502247062998,3145.572777111682,2019,BDM,inondation,NR,12,0x6e4c9c8fe4b8e91,48471.87197671553,4.302229120855385,1.0707454971067143
4417.092857124008,6800.472722228805,2021,BDM,inondation,NR,3,0x6055d5885d905d7,36235.14740860321,1.6835104587269711,1.1664853929515828
1033.349249576893,7189.800083491649,2021,BDM,inondation,NR,6,0x3f1e338491b544c,46960.83780262195,4.538769214518956,1.0806489445141472
5499.400983784159,7224.845289804995,2019,BDM,inondation,NR,16,0x9399b665c30e856,48786.34339355776,2.7864493898416893,1.0774265646467978
9749.855255070355,2215.327201518067,2018,BDM,inondation,NR,13,0x2829615068d215a,46103.55341785584,3.483205646333925,1.0259539445525971
1035.7549198448878,2223.9152901519305,2022,BDM,inondation,NR,5,0x4f73ffee0b14001,46988.29868498233,2.6436998616644147,1.106786803984445
6208.334091244244,3294.646412452168,2019,BDM,inondation,NR,4,0x957e770900c5a48,47451.6908434802,3.242749440933887,1.1217313290553317
4765.055220091476,3066.7640652310465,2020,BDM,inondation,NR,10,0xbb8e8bd3ee3bef8,45080.159469920254,2.7447590318381727,1.0309588510956356
7776.96921002708,2167.1529404398384,2021,BDM,inondation,NR,18,0x59e05b3d85cfa6b,38950.04052848515,2.138059184920132,1.1904198056544115
5011.727899291321,4528.587684311209,2018,BDM,inondation,NR,9,0x627fb672c454446,46711.10987515745,1.8022231394673855,1.0452666182484758
3409.8497118925598,7984.502730634337,2021,BDM,inondation,NR,10,0xc39cea622e6f387,36777.513640606216,1.300109960311839,1.1568321791802112
8460.093491333815,2355.6808247281883,2019,BDM,inondation,NR,19,0xe3a7d45f466bdac,40745.429479454266,4.461628088464599,1.0217989837733783
6795.083607841152,5796.844169574239,2020,BDM,inondation,NR,5,0x4ccd1690b327488,40359.047551639975,2.01711333041293,1.0530777532142923
3155.3304337061904,7007.943653113829,2022,BDM,inondation,NR,12,0xc289944cdf2503b,39043.423055668834,1.8352381388288204,1.0568089403135614
6097.885061151304,4008.897850116374,2020,BDM,inondation,NR,10,0x3ed53da30274cbd,39341.261435616005,2.1720563942774205,1.1692494292942015
6444.58401093096,6271.525967134664,2019,BDM,inondation,NR,15,0x580c4d81b65669c,39877.82954051671,3.195948654557534,1.082458943365167
3895.621040979697,6613.009833234884,2019,BDM,inondation,NR,2,0x935d8f3d677ca80,43123.60725983335,1.416964911598947,1.1990815427494677
1457.5239067447983,3968.199842576854,2020,BDM,inondation,NR,10,0xe8d5906bc565914,43608.78989898996,4.498702977103943,1.13595693806617
4876.21015144147,7435.420558838153,2021,BDM,inondation,NR,16,0x4fa665cef75881f,35558.52841980693,2.217511577602864,1.123954609485302
9642.575677760413,3924.159812343799,2019,BDM,inondation,NR,7,0x9f6815ea597135c,38868.35731594282,2.1302987257110297,1.1556949942929418
7451.032976710556,5820.565078613065,2018,BDM,inondation,NR,12,0x55f7b1df89dc722,38207.91553968622,4.3808695801562525,1.0276819773478487
6640.299716465779,5579.222572725246,2022,BDM,inondation,NR,10,0x2f9a4dfd58c8793,49440.45221454123,1.2735322264754814,1.118221780005041
1997.231803647105,7488.214662217218,2022,BDM,inondation,NR,13,0x9dc6ef979ca881,36620.90669164494,4.711588739868226,1.0190360797550837
6692.006953866681,4339.349148179403,2018,BDM,inondation,NR,5,0x963dc97e0946165,49103.91185429278,1.1168241949457394,1.0436606771473562
7107.198863275946,4118.451000861627,2022,BDM,inondation,NR,14,0x4b382cec528961,35964.57591558378,1.7156923545680094,1.1364529906597718
4273.992899927591,2998.103027695403,2020,BDM,inondation,NR,8,0x885b95f4b63c1cb,38158.6144769687,1.026284554704429,1.0756786582879534
1338.661365534114,7144.616615514727,2022,BDM,inondation,NR,8,0xe31360efa26ed0a,36988.1851756774,2.677545819269202,1.14798592309018
1197.8062008782326,4012.870942338692,2022,BDM,inondation,NR,12,0x3c280d08e7b897,47863.75431696341,3.705727756952909,1.1174563442976266
2490.957246391353,7095.879885923093,2020,BDM,inondation,NR,9,0xe7228e487cad664,35514.99424296876,2.993984989797667,1.0958921300079274
3878.080721052129,3162.3631557020026,2022,BDM,inondation,NR,13,0x351e81fd499d6da,35014.55524419704,2.664506496880408,1.0508026333513836
6281.029773015677,4464.4560653449935,2019,BDM,inondation,NR,16,0x311f4ba9c85551e,46155.69964414983,4.53553865752378,1.191463143467418
3847.853485445791,4744.171871187784,2018,BDM,inondation,NR,18,0xcdcfdec6122a8ca,42517.72965391203,1.5506432858015438,1.0227059454951324
3861.737491967466,2051.6417034036485,2022,BDM,inondation,NR,17,0x6f57cbad343f401,46232.99585874274,3.469940489809715,1.038841886840048
8434.802051188137,3265.892788271879,2022,BDM,inondation,NR,9,0xaa46e6a7341bde3,43816.82338335268,3.903955391579751,1.1287692361332378
5716.105116831435,2940.6485472484296,2022,BDM,inondation,NR,5,0xfde333344d62dc1,36151.79619629131,3.59523701161332,1.0635085563950928
2742.0780676775985,6035.761840251651,2020,BDM,inondation,NR,7,0xe91e41b0e2c606c,47836.81116938566,3.408751238904849,1.104009070415103
7179.226873836264,4912.4451866156105,2020,BDM,inondation,NR,8,0x416cdee0364e62e,37583.76220362936,1.9170867794120323,1.1264217232037748
4276.7492807784,2109.6592298697547,2022,BDM,inondation,NR,11,0xc52410767b46345,35478.37763926376,4.920319197731061,1.0672309432121176
6605.964342121481,5388.353766129436,2018,BDM,inondation,NR,7,0x3919ee9e9a1e998,39343.19611898439,3.556113472565921,1.0229005200077168
6514.14350884469,6027.718195660644,2018,BDM,inondation,NR,2,0x71ad5e1e03b174f,38379.6194686964,2.973234512510332,1.1961898468344392
9461.537159134046,2557.643772187605,2022,BDM,inondation,NR,19,0x36965c2e9745336,35299.24789649832,4.261969626272292,1.0459198743846174
5971.249119573905,2043.0743350000516,2020,BDM,inondation,NR,8,0x820ffde4376ed1e,42652.33087586162,3.827230769576615,1.0132483898375255
1361.3116844902872,3897.62933766503,2019,BDM,inondation,NR,12,0x4e2bad4f2a566b,35243.52358299682,2.8582328529925585,1.0588007533912636
2526.5841675146585,6415.319729828517,2019,BDM,inondation,NR,18,0x2ca1e3567f8d75,35126.55296737961,4.883004382091549,1.1496716041631083
8127.904058255185,3116.749664980899,2019,BDM,inondation,NR,7,0xfce6e47dc1cd3c3,35690.356838498454,4.3549578367593575,1.0284918059405306
4748.226189363497,7754.97287419879,2019,BDM,inondation,NR,11,0xdf46eba36a5e9ab,44579.17524385403,3.2400452815391705,1.0782314798957404
7957.032444596511,7841.435981862576,2018,BDM,inondation,NR,1,0x5852b8cf624d4db,35142.417775202746,2.0350516557261256,1.0594746208554802
5499.1726957636965,5366.490705071629,2019,BDM,inondation,NR,17,0x78990bc6abd4bed,38467.24713085999,3.457031793195924,1.060491264508423
1061.1133364839209,6191.977631630071,2019,BDM,inondation,NR,15,0x55413435a4f8e36,41116.61261683726,3.3086829216435896,1.0032194982997351
4191.432952567989,4416.189936128134,2018,BDM,inondation,NR,19,0x56cc84f4b91d14c,47696.928175522,2.013033795374186,1.1035432080244512
5246.601897394767,7385.126907954388,2020,BDM,inondation,NR,1,0x98b1ba7c1affa30,43402.17630800317,1.2478159187304922,1.1309158104417805
4536.730544197182,4099.677216623632,2020,BDM,inondation,NR,17,0xbf75e8839ea9ef5,36395.01887895608,3.802113255791165,1.1700140892939572
8601.132870799524,6665.403681486471,2019,BDM,inondation,NR,2,0x854c5bc3fe422c6,42553.63099501955,3.18430870160886,1.0187348452974674
8962.166603916114,6014.469316928027,2021,BDM,inondation,NR,10,0x14b2fb75c388e7,46519.41695213091,3.657007610528165,1.1748402579908177
1618.00046491542,7546.254647857121,2022,BDM,inondation,NR,12,0x87f68fb1d501b19,40367.27636746506,4.722224869930869,1.1280851739354836
5222.988692613954,7216.292848749426,2020,BDM,inondation,NR,14,0x25c561360711bc6,40788.28792456507,2.456068598694953,1.1052087387027192
5521.187236174797,3295.114820034752,2020,BDM,inondation,NR,11,0x585ac6cb955c83f,40534.17483611698,1.4965353790176654,1.1159150030318057
6970.090664554085,5692.119152940442,2021,BDM,inondation,NR,7,0x31a3f5541666cf5,48782.97081849053,3.0454897366961844,1.09181275801315
6886.225306559255,4866.750405495787,2018,BDM,inondation,NR,5,0xc0a00f671bb3ebf,41077.43487064412,1.4297251654540657,1.0042709666881802
4907.522875492603,6801.100951949437,2019,BDM,inondation,NR,6,0xba0efff3d4ccf0f,39536.65278123573,2.705344089519336,1.032772921565594
2233.6515056748813,2547.656866467424,2022,BDM,inondation,NR,2,0xa04f521b85033c6,45752.91634696527,2.069459553485159,1.0498214149919498
4197.596360509062,4405.71937272136,2022,BDM,inondation,NR,5,0xfbc53d379a9e123,44687.261648390704,4.135441580346718,1.0385339338967818
5925.395287391808,4810.007682721871,2022,BDM,inondation,NR,6,0x387b911af84bc9,36338.63927622219,3.944826974732264,1.197251550718464
6822.8747924843165,3893.9917568932574,2019,BDM,inondation,NR,13,0xd0d097176b9aa82,41810.9628178132,2.8384575943298103,1.1113500933656273
7930.7857349351325,7791.43090329972,2019,BDM,inondation,NR,2,0x10a9008e4507e4f,47619.00249198615,3.900245076224503,1.0917036020862925
2900.487163183616,3933.352668355027,2022,BDM,inondation,NR,13,0xc74bbdca8e08d63,37311.81834486485,2.8106618256228426,1.094244215909168
6298.768945040716,3177.844887754304,2020,BDM,inondation,NR,11,0x3ce69ee2f59c7d,41294.96834496961,4.442349635584721,1.0013413264694484
5704.262984573668,4327.239849960604,2019,BDM,inondation,NR,18,0x14af5f1803e06ef,39291.38155431342,2.6945803658521688,1.0635369889166204
7050.621323024192,2922.284941223357,2022,BDM,inondation,NR,15,0xa28b2df082994f,47360.63911414213,1.5558117801208668,1.1855691159246613
5110.773557875105,7099.587372384389,2020,BDM,inondation,NR,2,0xc865cd3a0e96176,35304.852739392445,2.7752052403533964,1.0307446814035053
1464.373842408371,6081.012228495292,2021,BDM,inondation,NR,6,0x275e7b2e2c3bf3f,43844.05059840281,3.5491146199720385,1.100562763284165
8377.405572263677,3861.4995497598375,2018,BDM,inondation,NR,11,0x9fd687b7bd0912e,44610.565991265066,1.8332751724756464,1.0598222807763298
3899.457817395484,6937.979899715902,2018,BDM,inondation,NR,5,0xa5137398bb7b493,42373.44648705146,3.76547094811042,1.1211163488824871
4356.427639435187,4400.304371735568,2022,BDM,inondation,NR,12,0xd464a1977fbf66b,38904.13921174389,1.9341034303082736,1.0776768928043343
9521.901497767964,7785.298403921776,2019,BDM,inondation,NR,6,0xa4ee9543a2fac57,36600.55871012521,3.007957766430243,1.1153972088497346
5810.251721268329,2614.648457923847,2019,BDM,inondation,NR,19,0x590e56b225fec5b,42825.81866969788,3.514824338652884,1.0557881776094156
8644.063364307938,5225.965387128274,2018,BDM,inondation,NR,14,0x25ed2bc61733078,49333.339325361405,3.420907734335421,1.1318030850601817
3926.031143472007,6378.938637318806,2022,BDM,inondation,NR,4,0x353dedc9a1488ae,35841.52603461194,4.49102177798121,1.1460923799421263
8343.182933063537,4089.400191073704,2021,BDM,inondation,NR,12,0x498217c7f04a94d,35685.47712912003,2.4857403365062445,1.0951018446567975
6937.39146873557,3319.009395014212,2021,BDM,inondation,NR,7,0x52b9ad09e714723,48389.60629142696,2.99069136418922,1.0936837605925014
8925.601886661178,5157.938536728166,2018,BDM,inondation,NR,16,0x8f5770d9efabf33,35094.37006636417,4.070346990979029,1.0950503109307137
1627.081367233223,5233.94042339612,2019,BDM,inondation,NR,13,0x102b2cf90795e6a,38938.02522698063,4.047647562260032,1.1622635843843525
6374.941577822191,7778.031413015311,2019,BDM,inondation,NR,6,0xd134ce0e4ab784,36254.89252067392,3.984529863577372,1.1366821452669311
